User_ID;Location;Age;AGE_GROUP
86562;saopaulo,saopaulo,brazil;15;10-19 Anos
86602;belohorizonte,minasgerais,brazil;18;10-19 Anos
86919;saopaulo,saopaulo,brazil;23;20-29 Anos
227984;campinagrande,paraiba,brazil;20;20-29 Anos
228870;saopaulo,saopaulo,brazil;33;30-39 Anos
228918;rj,alaska,brazil;25;20-29 Anos
87359;portoalegre,riograndedosul,brazil;19;10-19 Anos
87612;teresopolis,riodejaneiro,brazil;21;20-29 Anos
87765;lavras,mg,brazil;20;20-29 Anos
87861;portoalegre,riograndedosul,brazil;26;20-29 Anos
88026;salvador,bahia,brazil;24;20-29 Anos
88064;portoalegre,riograndedosul,brazil;22;20-29 Anos
88101;juizdefora,juizdefora,brazil;44;40-49 Anos
88197;saobernardodocampo,saopaulo,brazil;27;20-29 Anos
88393;portoalegre,riograndedosul,brazil;30;30-39 Anos
88470;curitiba,alabama,brazil;36;30-39 Anos
88618;saopaulo,saopaulo,brazil;22;20-29 Anos
229016;saojosedoscampos,saopaulo,brazil;25;20-29 Anos
229042;saopaulo,saopaulo,brazil;33;30-39 Anos
229279;campos,riodejaneiro,brazil;21;20-29 Anos
229608;saopaulo,saopaulo,brazil;23;20-29 Anos
229867;saopaulo,saopaulo,brazil;23;20-29 Anos
229989;portoalegre,riograndedosul,brazil;39;30-39 Anos
230051;saopaulo,saopaulo,brazil;20;20-29 Anos
230178;curitiba,parana,brazil;27;20-29 Anos
230198;rj,rj,brazil;25;20-29 Anos
230256;saopaulo,saopaulo,brazil;51;50-59 Anos
230615;riodejaneiro,riodejaneiro,brazil;63;60-69 Anos
230631;saojosedoscampos,saopaulo,brazil;25;20-29 Anos
89315;saojosedoscampos,saopaulo,brazil;47;40-49 Anos
89445;serranegra,saopaulo,brazil;23;20-29 Anos
89885;belohorizonte,minasgerais,brazil;30;30-39 Anos
89932;1,georgia,brazil;24;20-29 Anos
90020;ubatuba,saopaulo,brazil;30;30-39 Anos
90021;riodejaneiro,na,brazil;35;30-39 Anos
90279;saopaulo,saopaulo,brazil;30;30-39 Anos
90585;juizdefora,yukonterritory,brazil;28;20-29 Anos
90593;saopaulo,spsaopaulosantana,brazil;55;50-59 Anos
90698;saopaulo,saopaulo,brazil;22;20-29 Anos
90713;saopaulo,saopaulo,brazil;20;20-29 Anos
90737;suzano,saopaulo,brazil;39;30-39 Anos
90803;sapaulo,saopaulo,brazil;44;40-49 Anos
90808;salvador,bahia,brazil;30;30-39 Anos
90810;curitiba,parana,brazil;22;20-29 Anos
90827;riodejaneiro,riodejaneiro,brazil;25;20-29 Anos
91141;saopaulo,saopaulo,brazil;23;20-29 Anos
91145;saopaulo,saopaulo,brazil;35;30-39 Anos
231138;saopaulo,saopaulo,brazil;57;50-59 Anos
231557;curitiba,parana,brazil;22;20-29 Anos
232556;riodejaneiro,riodejaneiro,brazil;47;40-49 Anos
232860;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
91255;sp,saopaulo,brazil;30;30-39 Anos
91790;curitiba,na,brazil;29;20-29 Anos
92135;portoalegre,rs,brazil;44;40-49 Anos
92191;portoalegre,riograndedosul,brazil;26;20-29 Anos
92487;santoandre,saopaulo,brazil;41;40-49 Anos
